Organization URL,Organization Name,Last Funding Type,Full Description,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Operating Status,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions,Exit Date,Closed Date,Company Type,Website,Facebook,LinkedIn,Twitter,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),IPO Status,IPO Date,Delisted Date,Money Raised at IPO,Valuation at IPO,Stock Symbol,Stock Exchange,Number of Events,Last Leadership Hiring Date,Last Layoff Mention Date,Similar Companies,Tags,Number of Private Notes,Date of Most Recent Valuation,Most Recent Valuation Range,IT Spend,Most Popular Trademark Class,Most Popular Patent Class,Trademarks Registered,Patents Granted,Total Products Active,Downloads Last 30 Days,Number of Apps,Active Tech Count,Monthly Visits,Average Visits (6 months),Visit Duration,Monthly Visits Growth,Visit Duration Growth,Page Views / Visit,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank,Monthly Rank Change (#),Monthly Rank Growth,Contact Job Departments,Number of Contacts,Number of Private Contacts,Transaction Name,Acquired by,Announced Date,Price,Acquisition Type,Acquisition Terms,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days)
https://www.crunchbase.com//organization/recursion-pharmaceuticals, Recursion Pharmaceuticals ,Post-IPO Equity,Recursion is a clinical-stage biotechnology company decoding biology by integrating technological innovations across biology  chemistry  automation  data science  and engineering  with the goal of radically improving the lives of patients and industrializing drug discovery. Central to our mission is the Recursion Operating System  or Recursion OS  that combines an advanced infrastructure layer to generate what we believe is one of the world's largest and fastest-growing proprietary biological and chemical datasets and the Recursion Map  a suite of custom software  algorithms  and machine learning tools that we use to explore foundational biology unconstrained by human bias and navigate to new biological insights which may accelerate our programs. We are a biotechnology company scaling more like a technology company., Artificial Intelligence  Biotechnology  Machine Learning  Pharmaceutical  Software  Therapeutics, Salt Lake City  Utah  United States,Recursion Pharmaceuticals is a biotech company that develops a drug discovery platform and pipeline with machine learning.,255,Nov 5  2013,Active,$10M to $50M, — , Western US,Apr 16  2021,—,For Profit, www.recursion.com ,https://www.facebook.com/RecursionPharma,https://www.linkedin.com/company/recursion-pharmaceuticals/,https://twitter.com/@RecursionPharma,info@recursionpharma.com,385-269-0203,66, Exited Unicorn,Yes,—, —, —, Artificial Intelligence  Biotechnology  Data and Analytics  Health Care  Science and Engineering  Software,3, Blake Borgeson  Chris Gibson  Dean Li,251-500,18,IPO,Jul 12  2023,$50 000 000,$50 000 000,Post-IPO Equity,$635 350 000,$665 376 000, NVIDIA  National Institutes of Health  Bill & Melinda Gates Foundation  DCVC  Baillie Gifford,9,35,3, Made Acquisitions,—,—,—,—,—,—,—,—,—,Public,Apr 16  2021,—,$436 400 000,$2 918 792 286, RXRX ,NASDAQ,2,—,—,9, — ,—,Sep 10  2020,$1B to $10B,$864 736,Scientific and technological services,Computing; Calculating,18,64,16,—,—,70,8 963,15 723.67,432,38.79%,-13.25%,3.94,164.01%,17.37%,-74.21%,2 000 228,-243 484,-10.85%, Engineering  Finance  Human Resources  Information Technology  Management  Medical & Science  Operations  Product,67,—,—,—,—,—,—,—,256,—,-0.3,-2,7.7
https://www.crunchbase.com//organization/absci, Absci ,Venture - Series Unknown,Absci is the drug and target discovery company harnessing deep learning AI and synthetic biology to expand the therapeutic potential of proteins. We built our Integrated Drug Creation™ Platform to identify novel drug targets  discover optimal biotherapeutic candidates  and generate the cell lines to manufacture them in a single efficient process. Biotech and pharma innovators partner with us to create the next generation of protein-based drugs  including Bionic Proteins™ containing nonstandard amino acids  and other novel drug designs that may be impossible to make with other technologies. Our goal is to enable the development of better medicines by Translating Ideas into Drugs™. For more information visit www.absci.com., Artificial Intelligence  Biopharma  Biotechnology  Life Science, Vancouver  Washington  United States,Absci is the drug & target discovery company harnessing deep learning AI & synthetic biology to expand the therapeutic potential of proteins,902,2011,Active,$10M to $50M, — , West Coast  Western US,Jul 22  2021,—,For Profit, www.absci.com ,https://www.facebook.com/abscibio,https://www.linkedin.com/company/absci,https://twitter.com/abscibio,info@absci.com,360-949-1041,99, —,—,—, —, —, Artificial Intelligence  Biotechnology  Data and Analytics  Health Care  Science and Engineering  Software,1, Sean McClain,101-250,10,IPO,Mar 23  2021,$125 000 000,$125 000 000,Venture - Series Unknown,$232 859 989,$237 859 989, Fidelity Management and Research Company  Redmile Group  Irving Investors  Oregon Venture Fund  Casdin Capital,8,23,2, Made Acquisitions,—,—,—,—,—,—,—,—,—,Public,Jul 22  2021,—,$200 000 000,$1 446 000 000, ABSI ,NASDAQ,—,Oct 4  2022,Sep 5  2023,4, — ,—,Mar 23  2021,$500M to $1B,$124 731,Scientific and technological services,Biochemistry; Beer; Spirits; Wine; Vinegar; Microbiology; Enzymology; Mutation Or Genetic Engineering,10,15,26,—,—,27,3 048,8 972.17,71,-1.42%,-28.28%,1.4,-5.74%,92.52%,65.93%,3 314 255,205 252,6.6%, Engineering  Finance  Human Resources  Information Technology  Legal  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales  Support,155,—,—,—,—,—,—,—,906,—,1.9,7,3
https://www.crunchbase.com//organization/ensodata, EnsoData ,Series A,EnsoData is a startup that utilizes artificial intelligence to analyze the human body to diagnose health conditions. EnsoData  whose software uses machine learning algorithms to help clinicians score sleep data and diagnose patients with sleep apnea and other disorders  has now realized that dream—and then some.  EnsoData's autoscoring algorithm combines AASM scoring best practices with cutting edge machine learning algorithms that learn and adapt to every single patient., Analytics  Artificial Intelligence  Health Care  Machine Learning  Software, Madison  Wisconsin  United States,EnsoData is a startup that utilizes artificial intelligence to analyze the human body to diagnose health conditions.,1 177,2015,Active,$1M to $10M, Hispanic / Latine Founded  Hispanic / Latine Led, Great Lakes  Midwestern US,—,—,For Profit, www.ensodata.com ,https://www.facebook.com/ensodata,https://www.linkedin.com/company/ensodata,https://twitter.com/ensodata,connect@ensodata.com,+1 608 509 4704,15, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Health Care  Science and Engineering  Software,3, Chris Fernandez  Nick Glattard  Sam Rusk,11-50,6,Early Stage Venture,Apr 27  2022,$20 000 000,$20 000 000,Series A,$31 050 000,$31 050 000, Inspire Medical Systems  Zetta Venture Partners  Healthbox  M25  Venture Investors,7,15,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,Nov 25  2022,—,5, — ,—,—,—,—,—,—,—,—,21,—,—,68,5 361,13 422.33,936,-54.3%,-37.18%,1.39,-48.89%,71.18%,29.11%,2 660 956,1 062 801,66.5%, Engineering  Management  Marketing  Medical & Science  Operations  Sales,33,—,—,—,—,—,—,—,1 183,—,0.6,2.8,-0.3
https://www.crunchbase.com//organization/icertis, Icertis ,Secondary Market,Icertis is an enterprise contract management platform in the cloud that solves hard contract management problems on an easy-to-use platform. With Icertis  companies can accelerate business by increasing contract velocity  protect against risk by ensuring regulatory and policy compliance and optimize the commercial relationships by maximizing revenue and reducing costs. The AI-infused Icertis Contract Management (ICM) platform is used by companies like 3M  Airbus  Cognizant  Daimler  Microsoft  and Roche to manage 5.7 million contracts in 40+ languages across 90+ countries.Icertis was founded in 2009 and is headquartered in Bellevue  Washington., Artificial Intelligence  Cloud Data Services  CRM  Financial Services  Procurement  SaaS, Bellevue  Washington  United States,Icertis is an AI-powered contract management platform that ensures compliance and minimizes risk.,1 181,Mar 27  2009,Active,$100M to $500M, — , Greater Seattle Area  West Coast  Western US,—,—,For Profit, www.icertis.com ,https://www.facebook.com/Icertis,http://www.linkedin.com/company/icertis,http://www.twitter.com/Icertis,info@icertis.com,+1 425 869 7649,175, Unicorn,Yes,—, —, —, Artificial Intelligence  Data and Analytics  Financial Services  Information Technology  Internet Services  Sales and Marketing  Science and Engineering  Software  Transportation,2, Monish Darda  Samir Bodas,1001-5000,10,—,Mar 1  2023,—,—,Corporate Round,$291 000 000,$441 000 000, SAP  Silicon Valley Bank  Irving Investors  B Capital  Eight Roads Ventures,9,14,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,10,Jul 28  2022,Jan 19  2023,10, — ,—,Mar 11  2021,$1B to $10B,$19 422 693,Scientific and technological services,—,3,10,32,4,1,77,74 283,108 376.33,1 456,-34.94%,76.48%,2.32,6.24%,44.77%,-8.41%,499 670,177 185,54.94%, Engineering  Finance  Human Resources  Information Technology  Legal  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales  Support,399,—,—,—,—,—,—,—,1 187,—,-0.5,-1.2,-0.1
https://www.crunchbase.com//organization/amperity, Amperity ,Series D,Amperity’s mission is to help people use data to serve the customer. They are revolutionizing the way companies connect  identify  and understand their customers by leveraging artificial intelligence to deliver a truly comprehensive and actionable Customer 360. This view improves marketing performance  fuels accurate customer insights  and enables world-class customer experiences. With Amperity  technical teams are freed from endless integration and data management  and business teams have direct access to the comprehensive data they need to build long-term customer loyalty and drive growth. Amperity serves many of the world’s most loved brands., Analytics  Artificial Intelligence  Big Data  Marketing  SaaS, Seattle  Washington  United States,Amperity is an Intelligent Customer Data Platform that empowers global consumer brands by unlocking all their customer data.,1 462,2016,Active,$1M to $10M, — , Greater Seattle Area  West Coast  Western US,—,—,For Profit, amperity.com ,https://web.facebook.com/goamperity,https://www.linkedin.com/company/amperity,https://twitter.com/amperity,—,—,73, Unicorn,—,—, —, —, Artificial Intelligence  Data and Analytics  Sales and Marketing  Science and Engineering  Software,2, Derek Slager  Kabir Shahani,251-500,5,Late Stage Venture,Jul 13  2021,$100 000 000,$100 000 000,Series D,$187 000 000,$187 000 000, Goldman Sachs  Tiger Global Management  Acequia Capital (AceCap)  Madrona  HighSage Ventures,3,17,1, Made Acquisitions,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,2,Dec 17  2020,Feb 13  2023,4, — ,—,Jul 13  2021,$1B to $10B,—,Advertising; business,—,4,14,90,—,—,78,15 496,19 983.67,1 987,226.71%,11 500%,2.27,127.41%,64.19%,-35.81%,1 475 467,-1 152 523,-43.86%, Engineering  Finance  Human Resources  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales,237,—,—,—,—,—,—,—,1 468,—,-0.2,3.9,4.6
https://www.crunchbase.com//organization/octoml, OctoML ,Series C,OctoML is a startup that offers an acceleration platform that helps engineering teams deploy machine learning models on any hardware  cloud provider  or edge device quickly.The platform  Octomizer  is built on top of the open-source Apache TVM compiler framework project. It supports a wide variety of machine learning frameworks like PyTorch  TensorFlow  and ONNX serialized models as well as hardware backends like NVIDIA/CUDA  x86  AMD  ARM  Intel  MIPS  and more. It changes how developers optimize and deploy machine learning models for their AI needs. The company's investors include Addition  Madrona Venture Group  and Amplify Partners.OctoML was founded by creators of open-source Apache TVM Luis Ceze  Tianqi Chen  Jason Knight  Jared Roesch  and Thierry Moreau., Artificial Intelligence  Computer  Machine Learning  Software, Seattle  Washington  United States,OctoML offers an acceleration platform that helps engineering teams deploy machine learning models on any hardware.,2 060,Jul 24  2019,Active,$1M to $10M, — , Greater Seattle Area  West Coast  Western US,—,—,For Profit, octoml.ai ,https://facebook.com/OctoML-109351794063298,https://www.linkedin.com/company/octoml,https://twitter.com/octoml,info@octoml.ai,—,39, —,—,—, —, —, Artificial Intelligence  Consumer Electronics  Data and Analytics  Hardware  Science and Engineering  Software,5, Jared Roesch  Jason Knight  Luis Ceze  Thierry Moreau  Tianqi Chen,101-250,4,Late Stage Venture,Nov 1  2021,$85 000 000,$85 000 000,Series C,$131 900 000,$131 900 000, Tiger Global Management  Addition  Madrona  Amplify Partners,4,4,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,$195 901,Scientific and technological services,—,4,3,18,—,—,42,23 327,25 343.17,243,57.94%,-34.15%,1.3,-34.25%,82.29%,63.21%,1 158 743,-237 224,-16.99%, Engineering  Finance  Human Resources  Management  Marketing  Medical & Science  Operations  Product  Sales,48,—,—,—,—,—,—,—,2 067,—,0.9,0,-1.6
https://www.crunchbase.com//organization/sirionlabs, Sirion ,Series D,Sirion is a provider of a SaaS enterprise contract management (CLM) platform for enterprises to manage the complete contracting lifecycle. Key innovations include AI-led contract authoring  automated obligation extraction  real-time service level computation and predictive invoicing on a permissioned ledger architecture to promote true buyer-supplier collaboration and reduce leakage., Artificial Intelligence  Enterprise  Enterprise Software  SaaS, Bellevue  Washington  United States,Sirion offers a SaaS enterprise contract management (CLM) platform to help enterprises manage the contracting lifecycle.,2 101,2012,Active,Less than $1M, Women Founded, Greater Seattle Area  West Coast  Western US,—,—,For Profit, www.sirion.ai/ ,https://www.facebook.com/SirionCLM/,https://www.linkedin.com/company/sirionclm,https://twitter.com/sirionclm,contact@sirionlabs.com,(332) 220-3297,61, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Other  Science and Engineering  Software,4, Aditya Gupta  Ajay Agrawal  Claude Marais  Kanti Prabha,501-1000,5,Late Stage Venture,Jan 3  2023,$25 000 000,$25 000 000,Series D,$170 950 000,$170 950 000, Partners Group  Tiger Global Management  Peak XV Partners  Brookfield Growth  Qualgro VC,4,7,1, Made Acquisitions,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,1,May 23  2023,Jan 25  2023,2, — ,—,Jan 4  2023,$500M to $1B,—,—,—,—,—,15,2,1,20,5 978,—,143,-71.4%,521.74%,1.12,-29.66%,87.7%,117.35%,2 466 893,1 341 380,119.18%, Engineering  Finance  Human Resources  Information Technology  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales,141,—,—,—,—,—,—,—,2 108,—,0,-0.6,-0.1
https://www.crunchbase.com//organization/seekout, SeekOut ,Series C,SeekOut is the next generation AI sourcing solution  enabling TA teams to recruit hard-to-find and diverse talent faster. The developers  experts  leaders and diverse talent who will have a 10X impact on your company can't be found with traditional tools. SeekOut helps you discover and engage these candidates so you can help propel your company forward with key hires.What makes SeekOut special: Unique sourcing solution for GitHub so recruiters are first to find untapped deep tech talent. First in industry sourcing solution and talent insights for over 80 million profiles in engineering and life sciences based on patents and research publications  so you get first to the innovation leaders. One-click access to millions of diverse candidates so recruiters can become a diversity hero. Best-in-class AI search over 500M profiles for tech and non-tech roles  so recruiters spend more time on added-value work. Industry-leading contact info and automated message campaigns so recruiters achieve high response rates. Custom search engines for 37 social networks/websites so recruiters have the most expansive view on available talent.With these capabilities  SeekOut can also reduce the investment need for multiple tools  while improving your ROI., Apps  Artificial Intelligence  Human Resources  Recruiting  SaaS  Software  Vertical Search, Bellevue  Washington  United States,SeekOut gives companies a competitive edge in recruiting hard-to-find and diverse talent.,2 632,Aug 2016,Active,$1M to $10M, — , Greater Seattle Area  West Coast  Western US,—,—,For Profit, seekout.com ,https://www.facebook.com/seekouthq/,https://www.linkedin.com/company/seek0ut/,https://twitter.com/SeekOutHQ,support@seekout.io,—,20, Unicorn,—,—, —, —, Administrative Services  Apps  Artificial Intelligence  Data and Analytics  Internet Services  Professional Services  Science and Engineering  Software,4, Anoop Gupta  Aravind Bala  John Tippett  Vikas Manocha,101-250,4,Late Stage Venture,Jan 12  2022,$115 000 000,$115 000 000,Series C,$188 599 972,$188 599 972, Tiger Global Management  Madrona  Mayfield Fund  Founders Circle Capital  Crew Capital,3,5,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,3,Oct 4  2023,Oct 5  2023,3, — ,—,—,—,—,Scientific and technological services,Computing; Calculating,5,3,19,—,—,49,27 032,26 313.17,80,257.28%,-90.29%,1.4,5.62%,62.83%,-17.39%,1 070 920,-977 004,-47.71%, Engineering  Finance  Human Resources  Information Technology  Legal  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales  Support,144,—,—,—,—,—,—,—,2 639,—,0,0,0.2
https://www.crunchbase.com//organization/protect-ai, Protect AI ,Series A,Protect AI is a cybersecurity business that specializes in protecting machine learning and artificial intelligence platforms. You can deliver secure and legally compliant ML models and AI apps by using Protect AI to execute security scans on your ML lifecycle., Artificial Intelligence  Machine Learning  Security  Software, Seattle  Washington  United States,Protect AI offers a cybersecurity platform that specializes in protecting machine learning models and artificial intelligence systems.,2 764,2022,Active,—, — , Greater Seattle Area  West Coast  Western US,—,—,For Profit, protectai.com ,—,https://www.linkedin.com/company/protect-ai,—,community@protectai.com,—,8, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Privacy and Security  Science and Engineering  Software,1, Ian Swanson,11-50,2,Early Stage Venture,Jul 26  2023,$35 000 000,$35 000 000,Series A,$48 500 000,$48 500 000, Acrew Capital  Pelion Venture Partners  Salesforce Ventures  boldstart ventures  Evolution Equity Partners,3,10,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,8, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 772,—,-1.5,-3.4,8.3
https://www.crunchbase.com//organization/nanosurface-biomedical, Curi Bio ,Grant,Curi Bio is a biotechnology company that focuses on advancing drug discovery and development through innovative approaches involving human stem cells  systems biology  and data analytics. The company's primary goal is to accelerate the process of identifying and developing new medicines.Curi Bio's platform revolves around the use of human stem cells  which have the potential to be differentiated into various cell types  replicating the behavior of different tissues and organs. This allows researchers to create more accurate and relevant models for studying disease mechanisms and testing potential drug candidates., Artificial Intelligence  Biopharma  Biotechnology  Medical  Service Industry, Seattle  Washington  United States,Curi Bio integrates human stem cells  systems  and AI-enabled data analytics for the development of new therapeutics.,3 124,2015,Active,—, — , Greater Seattle Area  West Coast  Western US,—,—,For Profit, www.curibio.com ,http://facebook.com/curibio,https://www.linkedin.com/company/curibio,https://twitter.com/curi_bio,contact@curibio.com,+1 (800) 913-4403,11, —,—,—, —, —, Artificial Intelligence  Biotechnology  Data and Analytics  Health Care  Other  Science and Engineering  Software,1, Elliot Fisher,11-50,3,Early Stage Venture,Aug 23  2023,$4 400 000,$10 000 000,Series A,$16 000 000,$20 400 000, National Institutes of Health  DS Asset Management  Dynamk Capital  UTC Investment,2,4,2, Made Acquisitions,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,11, — ,—,—,—,$233 660,—,Testing,0,3,11,—,—,61,717,—,84,-79.32%,-44.37%,3,60.41%,0%,-35.02%,5 797 662,2 821 464,94.8%, Engineering  Finance  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales,19,—,—,—,—,—,—,—,3 132,—,-0.7,9.1,9.1
