Organization URL,Organization Name,Last Funding Type,Full Description,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Operating Status,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions,Exit Date,Closed Date,Company Type,Website,Facebook,LinkedIn,Twitter,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),IPO Status,IPO Date,Delisted Date,Money Raised at IPO,Valuation at IPO,Stock Symbol,Stock Exchange,Number of Events,Last Leadership Hiring Date,Last Layoff Mention Date,Similar Companies,Tags,Number of Private Notes,Date of Most Recent Valuation,Most Recent Valuation Range,IT Spend,Most Popular Trademark Class,Most Popular Patent Class,Trademarks Registered,Patents Granted,Total Products Active,Downloads Last 30 Days,Number of Apps,Active Tech Count,Monthly Visits,Average Visits (6 months),Visit Duration,Monthly Visits Growth,Visit Duration Growth,Page Views / Visit,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank,Monthly Rank Change (#),Monthly Rank Growth,Contact Job Departments,Number of Contacts,Number of Private Contacts,Transaction Name,Acquired by,Announced Date,Price,Acquisition Type,Acquisition Terms,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days)
https://www.crunchbase.com//organization/standard-notation, Standard Notation ,—,Standard Notation is a strategic design firm that builds artificial intelligence (AI) solutions for positive human impact. We work with the world's top companies to shape product strategy for a future of pervasive machine intelligence., Artificial Intelligence, San Francisco  California  United States,We make human-centered AI,2 982 319,Jun 27  2019,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, standardnotation.ai ,http://facebook.com/standardnotation/,https://www.linkedin.com/company/standard-notation,https://twitter.com/std_notation,hello@standardnotation.ai,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,—, — ,—,—,—,—,—,—,—,—,—,—,—,1,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,3 051 990,—,-0.1,-0.2,-0.1
https://www.crunchbase.com//organization/assistmycase, AssistMyCase ,—,"Company Overview: AssistMyCase™  Inc. is an enterprise SaaS provider of Litigation analytics service that highlights trends and patterns using patent-pending predictive technologies to identify contextual litigation data that can assist attorneys and companies to increase the probability of case success from the very outset of their cases.Pain:   Businesses are desperate to efficiently resolve incoming lawsuits as it is prohibitively costly and harms their business. The Litigators are under pressure to efficiently address litigation earlier and for less cost as their clients are now  more than ever  focusing on litigation cost  including settlement  and looking for ways to drive them down. The U.S. litigation market totals $200B for legal cost  with settlement cost at 4X of legal cost. On average  the Fortune 500 companies are faced with 20 cases per year with duration of 3 years consuming 1/3 of their after-tax profits.  Not to mention the soft costs (executive distraction  opportunity cost of litigation dollars  etc.). Solution: AssistMyCase enables superior litigation defense by uncovering hidden connections and discovering discrepancies within the context of the litigation  detecting patterns and anomalies using case documents  public and proprietary data and social / online footprints  and gets smarter as the litigation proceeds to increase litigators' probability of litigation success from the outset.", Analytics  Big Data  Legal  Neuroscience  Predictive Analytics, San Francisco  California  United States,AssistMyCase is an enterprise SaaS provider of Litigation analytics service that highlights trends.,2 902 221,Jul 1  2013,Active,Less than $1M, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, www.AssistMyCase.com/ ,—,—,http://twitter.com/assistmycase,info@assistmycase.com,—,—, —,—,—, —, —, Artificial Intelligence  Biotechnology  Data and Analytics  Professional Services  Science and Engineering  Software,1, Jawad Ansari,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,1,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 965 664,—,0,-0.2,-0.7
https://www.crunchbase.com//organization/true-mobility-group, True Mobility Group ,—,—, Artificial Intelligence  Consulting, San Francisco  California  United States,True Mobility Group is a consultancy and artificial intelligence product company,2 844 729,2017,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, www.truemobilitygroup.com/ ,—,https://www.linkedin.com/company/true-mobility-group/about/,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Professional Services  Science and Engineering  Software,—, — ,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 905 088,—,-0.1,-0.2,-0.1
https://www.crunchbase.com//organization/expected-x, Expected X ,—,Expected X offers customized Integration Services solutions  It also offers basic courses for companies that are looking to get started with machine learning  Expected X also provides consulting and training services to companies., Consulting  Information Services  Machine Learning, San Francisco  California  United States,Expected X provides machine learning and data strategy consulting.,2 827 624,2015,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, expectedx.com ,—,https://www.linkedin.com/company/expected-x,—,—,+1 415 805 6535,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Professional Services  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,—,—,—,—,—,—,—,—,5,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 887 159,—,0,-0.1,0
https://www.crunchbase.com//organization/project-m-6ed7, Project M ,—,—, Artificial Intelligence, San Francisco  California  United States,Project M is an artificial intelligence platform that can recognize human emotions based on facial appearances.,2 782 644,—,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit,—,—,https://www.linkedin.com/in/mprojectai/,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,1, Sean Dalton,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,$278 525,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 840 340,—,0,0.7,0
https://www.crunchbase.com//organization/yourcareerfair, yourCareerFair ,—,—, Machine Learning, San Francisco  California  United States,yourCareerFair is a machine learning powered job board platform that ranks job postings by applicant qualification level in real time,2 723 963,Jan 1  2019,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, www.yourcareerfair.com ,https://www.facebook.com/yourCareerFair1,https://www.linkedin.com/company/yourcareerfair/,https://twitter.com/yourCareerFair1,gregory_cho@yourcareerfair.com,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Software,—, — ,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,—, — ,—,—,—,—,—,—,—,—,—,—,—,12,1 182,—,0,—,—,1,—,100%,—,3 819 987,—,—, —,—,—,—,—,—,—,—,—,2 779 533,—,-0.1,-0.4,-0.3
https://www.crunchbase.com//organization/consentient, Consentient ,—,—, Analytics  CRM  Information Technology  Machine Learning  Software, San Francisco  California  United States,The Personal Data Platform revolutionizing privacy and consent of your data consumption.,2 691 263,—,Active,Less than $1M, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, consentient.co/ ,—,—,https://twitter.com/digitalconsent,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Sales and Marketing  Software,—, — ,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,1,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,18,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 745 733,—,-0.1,-0.4,-0.1
https://www.crunchbase.com//organization/listlicious, Listlicious ,—,Listlicious allows you to access and search your friends' recommendations.Do you feel it is a lot of work and thinking to answer recommendations when your friends ask for it? Or you probably just don't have time to ask or answer? Do you feel others websites do not offer anymore a content that has value for you and that you can trust? Do you feel overall it is impossible to search and access your friends' lists of recommendations? We both had the same issue for a long time and decided that it was about time to build a product to solve this problem.Listlicious is a platform that let you create  search  and access your and your friend's lists of recommendationsSpecific matching recommendations will be leveraging AI and deep learning as a well-suited technology to make that happen on a large database., Artificial Intelligence  Big Data  Information Technology  Software, San Francisco  California  United States,The only place to find your friends' recommendations,2 686 507,Jan 2017,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, www.listlicious.io ,—,—,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Science and Engineering  Software,1, Jean Carton,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,—,—,1,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 740 789,—,-0.1,-0.4,0.2
https://www.crunchbase.com//organization/recurevent, RecurEvent ,—,AI based mobile application that syncs online calendars  scrapes data from social media  and sweeps the internet for information to personalize the gift purchasing experience. Busy people will use the app to purchase gifts  on-demand  in advance of special life events  like birthdays and anniversaries., Artificial Intelligence  E-Commerce  Mobile  Social Media  Software, San Francisco  California  United States,AI based application that personalizes the gift purchasing experience for special life events  like birthdays and anniversaries,2 638 258,Jan 1  2017,Active,$1M to $10M, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, www.recurevent.com ,https://www.facebook.com/recurevent,https://www.linkedin.com/company/recurevent,https://twitter.com/recurevent,—,(413)322-3053,—, —,—,—, —, —, Artificial Intelligence  Commerce and Shopping  Data and Analytics  Internet Services  Media and Entertainment  Mobile  Science and Engineering  Software,1, Jerry McElroy,1-10,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,—,—,—,—,—,11,—,—,2,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,2 691 022,—,-0.1,0.1,0.1
https://www.crunchbase.com//organization/au3d-io, AU3d.IO ,—,—, Artificial Intelligence  Blockchain  Consulting  Information Technology, San Francisco  California  United States,AU3d.IO .IO provides AI-powered market intelligence for the blockchain revolution.,2 628 495,2018,Active,—, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, www.au3d.io ,—,https://www.linkedin.com/company/au3dio/,—,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Other  Professional Services  Science and Engineering  Software,—, — ,—,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,6, — ,—,—,—,—,—,—,—,—,—,—,—,2,—,—,—,—,—,—,—,—,—,—,—,—, Management,1,—,—,—,—,—,—,—,2 680 996,—,-0.2,-0.5,-0.3
