Organization URL,Organization Name,Last Funding Type,Full Description,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Operating Status,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions,Exit Date,Closed Date,Company Type,Website,Facebook,LinkedIn,Twitter,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),IPO Status,IPO Date,Delisted Date,Money Raised at IPO,Valuation at IPO,Stock Symbol,Stock Exchange,Number of Events,Last Leadership Hiring Date,Last Layoff Mention Date,Similar Companies,Tags,Number of Private Notes,Date of Most Recent Valuation,Most Recent Valuation Range,IT Spend,Most Popular Trademark Class,Most Popular Patent Class,Trademarks Registered,Patents Granted,Total Products Active,Downloads Last 30 Days,Number of Apps,Active Tech Count,Monthly Visits,Average Visits (6 months),Visit Duration,Monthly Visits Growth,Visit Duration Growth,Page Views / Visit,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank,Monthly Rank Change (#),Monthly Rank Growth,Contact Job Departments,Number of Contacts,Number of Private Contacts,Transaction Name,Acquired by,Announced Date,Price,Acquisition Type,Acquisition Terms,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days)
https://www.crunchbase.com//organization/cohere-82b8, Cohere ,Corporate Round,Cohere is a platform that gives developers and businesses access to NLP  powered by the innovative generation of large language models. Cohere is used to build machines that understand the world and make it safely accessible to all. Cohere provides access to affordable  easy-to-deploy large language models. Its platform gives computers the ability to read and write. Whether to better understand what customers are saying or to write compelling copy that speaks to a target audience  Cohere can help., Artificial Intelligence  Machine Learning  Natural Language Processing  Software, Toronto  Ontario  Canada,Cohere provides access to advanced Large Language Models and NLP tools through one easy-to-use API.,83,2019,Active,—, — , Great Lakes,—,—,For Profit, cohere.com ,—,https://www.linkedin.com/company/cohere-ai,https://www.twitter.com/cohereai,team@cohere.ai,—,23, Unicorn,—,—, Angel Group, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,3, Aidan Gomez  Ivan Zhang  Nick Frosst,251-500,4,—,Jul 18  2023,—,—,Corporate Round,$434 946 073,$434 946 073, NVIDIA  SAP  Mirae Asset  SentinelOne  Alumni Ventures,3,20,—, —,1,1,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,Scientific and electric apparatus and instruments,Computing; Calculating,2,2,—,—,—,46,367 750,323 055,1 575,71.19%,99.87%,1.4,0.09%,83.49%,3.1%,150 390,-49 589,-24.8%, Engineering  Finance  Legal  Management  Marketing  Medical & Science  Operations  Pro Services  Sales,45,—,—,—,—,—,—,—,84,—,1.2,-0.5,-0.7
https://www.crunchbase.com//organization/ada-support, Ada ,Series C,Ada is a computer software company that features a chatbot-based platform that helps enterprise businesses to automate customer experience. Its platform operates through both web and mobile machine learning engine that reduces support volume and empowers customers to find answers on their own.The company was founded in 2016 and headquartered in Toronto in Canada., Artificial Intelligence  Intelligent Systems  Machine Learning  SaaS  Software, Toronto  Ontario  Canada,Ada is an automated customer experience company that provides chat bots used in customer support.,207,2016,Active,$10M to $50M, — , Great Lakes,—,—,For Profit, www.ada.cx ,https://www.facebook.com/getadasupport,https://www.linkedin.com/company/ada-support,https://www.twitter.com/ada_cx,hello@ada.support,+1 877 242 8232,528, Unicorn,Yes,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,2, David Hariri  Mike Murchison,101-250,7,Late Stage Venture,May 7  2021,$130 000 000,$130 000 000,Series C,$190 620 620,$190 620 620, Creative Destruction Lab (CDL)  Accel  Giant Ventures  NEXT Canada  Tiger Global Management,5,17,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,2,Nov 30  2022,Feb 2  2023,4, — ,—,—,—,—,—,—,—,—,30,0,2,40,118 637,117 255.33,604,20.42%,53.69%,1.41,14.53%,83.32%,-6.32%,351 635,-9 489,-2.63%, Engineering  Management  Marketing  Medical & Science  Operations  Pro Services,24,—,—,—,—,—,—,—,208,—,-0.7,-2.1,-1.2
https://www.crunchbase.com//organization/tenstorrent, Tenstorrent ,Convertible Note,Tenstorrent is enabling a new era in AI and deep learning with its breakthrough processor architecture and software. The company’s mission is to deliver orders of performance and efficiency for AI workloads from the data center to the edge of the Cloud by co-designing hardware  software  and AI algorithms with their technology.Tenstorrent’s architecture scales from datacenter servers to IoT devices with improved efficiency  flexibility  programmability compared to legacy accelerators including CPUs  GPUs  FPGAs  and TPU-type processors. It is developed by their team with expertise in computer architecture  hardware design and verification  systems engineering  compilers  software development  and machine learning algorithms.Tenstorrent is backed by Venture Capital firms including Real Ventures and Eclipse Venture Capital  as well as prominent industry luminaries., Application Specific Integrated Circuit (ASIC)  Artificial Intelligence  Electronics  Hardware  Machine Learning, Toronto  Ontario  Canada,Tenstorrent is a computing company that develops processors designed to help in faster training and adaptability to future algorithms.,271,Mar 2016,Active,—, — , Great Lakes,—,—,For Profit, tenstorrent.com ,—,https://www.linkedin.com/company/tenstorrent-inc.,https://www.twitter.com/tenstorrent,info@tenstorrent.com,—,32, Unicorn,—,—, —, —, Artificial Intelligence  Consumer Electronics  Data and Analytics  Hardware  Science and Engineering  Software,3, Ivan Hamer  Ljubisa Bajic  Milos Trajkovic,101-250,7,Late Stage Venture,Aug 2  2023,$100 000 000,$200 000 000,Series C,$234 549 999,$334 549 999, Creative Destruction Lab (CDL)  Eclipse Ventures  Fidelity Management and Research Company  Real Ventures  Samsung Catalyst Fund,5,13,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,Mar 21  2023,—,4, — ,—,—,—,—,—,Computing; Calculating,0,4,15,—,—,53,8 124,16 658.5,276,36.42%,253.85%,1.75,-7.75%,43.43%,-19.45%,2 087 809,-254 187,-10.85%, Engineering  Finance  Human Resources  Information Technology  Management  Operations  Pro Services  Sales,134,—,—,—,—,—,—,—,272,—,-1.1,-2.8,3.7
https://www.crunchbase.com//organization/jasper-ai, Jasper ,Series A,Jasper is an AI writing tool that helps businesses create content. The company provides assistance with creating marketing copy for items like blog entries  product descriptions  company biographies  ad content  and social media captions., Artificial Intelligence  Content  Content Creators, Montréal  Quebec  Canada,Jasper is an AI writing tool that helps businesses create content.,368,Feb 11  2015,Active,$10M to $50M, — , — ,—,—,For Profit, www.jasper.ai ,https://www.facebook.com/heyjasperai,https://www.linkedin.com/company/heyjasperai,https://www.twitter.com/heyjasperai,hey@jasper.ai,(512) 262-9834,31, Unicorn,—,—, —, —, Artificial Intelligence  Data and Analytics  Media and Entertainment  Science and Engineering  Software,3, Chris Hull  Dave Rogenmoser  John Philip Morgan,1-10,4,Early Stage Venture,Oct 18  2022,$125 000 000,$125 000 000,Series A,$131 000 000,$131 000 000, Y Combinator  Insight Partners  Foundation Capital  Bossanova Investimentos  Coatue,2,12,1, Made Acquisitions,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,21, — ,—,—,—,—,—,—,—,—,57,—,8,76,3 517 437,5 765 447,382,-8.87%,23.23%,2.03,0.69%,48%,-0.72%,25 402,4 703,22.72%, Engineering  Finance  Management  Marketing  Operations  Pro Services  Product  Sales  Support,88,—,—,—,—,—,—,—,369,—,-0.4,-0.4,6.7
https://www.crunchbase.com//organization/dcbel, dcbel ,Series B,Dcbel offers AI-driven sustainable technologies which enable people to leverage solar energy to power their cars  homes  and lifestyles. Dcbel's mission is to deliver energy that lets people live a life without compromise.Dcbel (formerly known as Ossiaco) sits at the nexus of residential solar power  electric vehicle charging  the smart home  and customer-centric utilities. The dcbel team has a proven history of rethinking energy distribution for everything from large utility customers to distributed energy resource providers. Dcbel has numerous worldwide patents in power electronics and power conversion and is backed by a number of respected investors., Artificial Intelligence  Clean Energy  CleanTech  Electric Vehicle  Energy  Smart Home  Solar, Montréal  Quebec  Canada,Dcbel offers AI-driven sustainable technologies which enable people to leverage solar energy to power their cars  homes  and lifestyles.,583,2015,Active,$10M to $50M, — , — ,—,—,For Profit, www.dcbel.energy ,https://www.facebook.com/dcbel.energy,https://www.linkedin.com/company/dcbel,https://twitter.com/dcbel_energy,info@dcbel.energy,—,14, —,—,—, —, —, Artificial Intelligence  Consumer Electronics  Data and Analytics  Energy  Natural Resources  Real Estate  Science and Engineering  Software  Sustainability  Transportation,2, Marc - André Forget  Ronald Denom,101-250,3,Early Stage Venture,Aug 17  2023,$50 000 000,$50 000 000,Series B,$90 000 000,$90 000 000, Investissement Quebec  Coatue  Western Technology Investment  Volvo Cars Tech Fund  Real Ventures,2,8,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,83, — ,—,—,—,—,—,Generation; Conversion Or Distribution Of Electric Power,0,8,20,—,—,23,—,—,—,—,—,—,—,—,—,—,—,—, Management,5,—,—,—,—,—,—,—,584,—,-1.1,0.1,8.6
https://www.crunchbase.com//organization/vention, Vention ,Series C,Vention is a next-generation digital manufacturing platform for machine design  enabling engineers and other manufacturing professionals to design  order and assemble custom factory equipment in just a few days. Vention’s AI-enabled  cloud-based MachineBuilder 3D™ integrates a comprehensive library of modular parts for applications such as automated equipment  robot cells  tooling  and conveyors., Artificial Intelligence  CAD  Hardware  Industrial Automation  Mechanical Engineering  Robotics, Montréal  Quebec  Canada,Vention is a digital manufacturing automation platform that helps companies automate their production floor.,1 228,2016,Active,$10M to $50M, — , — ,—,—,For Profit, www.vention.io ,https://www.facebook.com/vention.io/,https://www.linkedin.com/company/vention,—,info@vention.io,1-800-940-3617,36, Emerging Unicorn,—,—, —, —, Artificial Intelligence  Data and Analytics  Design  Hardware  Manufacturing  Science and Engineering  Software,2, Etienne Lacroix  Max Windisch,251-500,6,Late Stage Venture,May 10  2022,$95 000 000,$95 000 000,Series C,$138 761 066,$138 761 066, Creative Destruction Lab (CDL)  Bain Capital Ventures  White Star Capital  Georgian  Real Ventures,5,11,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,369, — ,—,—,—,—,Scientific and electric apparatus and instruments,Engineering Elements And Units; General Measures For Producing And Maintaining Effective Functioning Of Machines Or Installations,3,1,26,—,—,45,69 918,236 902.5,276,-3.32%,-58.68%,1.42,-43.79%,80.28%,26.54%,527 655,74 719,16.5%, Engineering  Finance  Human Resources  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales,176,—,—,—,—,—,—,—,1 234,—,-0.2,-0.1,-0.3
https://www.crunchbase.com//organization/ideogram, Ideogram ,Seed,Ideogram is an artificial intelligence startup that provides generative text-to-image technology., Artificial Intelligence  Information Technology  Internet, Toronto  Ontario  Canada,Ideogram is an artificial intelligence startup that provides generative text-to-image technology.,1 249,—,Active,—, — , Great Lakes,—,—,For Profit, ideogram.ai ,—,https://www.linkedin.com/company/ideogram-a,—,—,—,3, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Internet Services  Science and Engineering  Software,—, — ,1-10,1,Seed,Aug 22  2023,CA$22 300 000,CA$22 300 000,Seed,CA$22 300 000,CA$22 300 000, Andreessen Horowitz  Golden Ventures  Index Ventures  AIX Ventures  Sarah Guo,2,8,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,—,—,—,—,—,—,—,—,12 317 869,—,568,1 113.22%,7.17%,3.61,-4.3%,34.39%,39.51%,8 338,-52 672,-86.33%, —,—,—,—,—,—,—,—,—,1 255,—,-0.3,10,10
https://www.crunchbase.com//organization/local-logic, Local Logic ,Series B,Local Logic is a location intelligence platform that digitizes the built world to make it universally understandable and actionable for consumers  investors  developers  and governments with the ambition of helping build cities that are more sustainable and equitable for the people that live in them. To achieve that dream  we’ve built proprietary insights on over 75Bn data points  that quantify the built world using data and AI. Our insights are used across the real estate vertical to inform decisions that impact the $217T real estate market throughout the US and Canada.The platform partners with commercial real estate  travel  and media companies  helping to guide individual projects and overall strategy for major developers and investors such as Ivanhoe Cambridge  Sonder  SmartCentres  and others. Local Logic is headquartered in Montreal  Quebec., Analytics  Artificial Intelligence  Big Data  Commercial Real Estate  Information Services  Information Technology  Predictive Analytics  Real Estate  Real Estate Investment  Sustainability, Montréal  Quebec  Canada,Local Logic quantifies everything outside the four walls of any asset to help build more sustainable and livable cities.,1 341,Dec 21  2014,Active,—, — , — ,—,—,For Profit, www.locallogic.co/ ,https://www.facebook.com/locallogic,https://www.linkedin.com/company/local-logic-inc-/,https://www.twitter.com/local_logic,info@locallogic.co,1(438) 818-7640,16, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Financial Services  Information Technology  Real Estate  Science and Engineering  Software  Sustainability,3, Colin Stewart  Gabriel Damant-Sirois  Vincent-Charles Hodder,11-50,7,Early Stage Venture,Aug 2  2023,CA$17 500 000,CA$17 500 000,Series B,CA$26 750 000,CA$26 825 000, Creative Destruction Lab (CDL)  Business Development Bank of Canada  Investissement Quebec  Inovia Capital  Second Century Ventures,4,15,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,1,—,—,185, — ,—,—,—,—,Education; entertainment,—,2,0,30,—,—,37,23 751,37 864.17,1 857,29.39%,141.8%,1.77,12.16%,75.29%,3.69%,1 144 183,-67 607,-5.58%, Engineering  Finance  Human Resources  Management  Operations  Product,28,—,—,—,—,—,—,—,1 347,—,3.2,-1.2,9.2
https://www.crunchbase.com//organization/coveo, Coveo ,Private Equity,Coveo designs intelligent enterprise search and predictive insights platform that helps businesses to unlock the power of search to maximize performance. Its platform securely connects and unifies information from across on-premise and cloud applications and automatically suggests relevant information  experts  products  and services to customers as they self-serve and to employees as they work  enabling businesses to harness the full value of their IP and empower their workers with the unified and secure knowledge access., Artificial Intelligence  Developer Platform  Enterprise Software  Information Technology  Search Engine, Quebec  Quebec  Canada,Coveo designs intelligent enterprise search and predictive insights platforms for businesses.,2 133,2005,Active,$50M to $100M, — , — ,Nov 24  2021,—,For Profit, www.coveo.com/ ,https://www.facebook.com/coveolife/,http://www.linkedin.com/company/coveo/,http://twitter.com/Coveo,info@coveo.com,(418) 263-1111,139, Exited Unicorn,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Internet Services  Science and Engineering  Software,3, Laurent Simoneau  Marc Sanfacon  Richard Tessier,251-500,6,IPO,Nov 6  2019,CA$227 000 000,CA$227 000 000,Private Equity,$339 350 323,$339 350 323, Fonds de solidarité FTQ  Investissement Quebec  BDC Venture Capital  Evergreen Coast Capital  BDC Capital Corporation,6,10,2, Made Acquisitions,—,—,—,—,—,—,—,—,—,Public,Nov 24  2021,—,CA$215 100 000,CA$1 700 000 000, CVO ,TSX - Toronto Stock Exchange,6,Mar 29  2023,—,14, — ,—,—,—,—,Scientific and technological services,—,5,5,63,—,2,103,188 949,143 311.67,414,120.58%,-63.59%,1.75,-27.86%,74.96%,14.92%,247 669,-151 782,-38%, Engineering  Finance  Human Resources  Information Technology  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales  Support,508,—,—,—,—,—,—,—,2 140,—,-0.3,2.5,-0.2
https://www.crunchbase.com//organization/untether-ai, Untether AI ,Series B,Untether AI is creating a new class of specialized processor targeting an extreme point on the energy-complexity scale. By eliminating as much complexity as possible while still being able to perform the operations necessary to do neural net inference and putting that processing as close as possible to the memory  we can get close to theoretical minimum power numbers for the given process (initially targeting 28nm).Neural net inference will become increasingly important on all types of devices. These devices operate with strict energy budgets which in some cases are too restrictive for any current inference technology and in other cases limit overall intelligence due to the maximum inference throughput. Untether AI is uniquely positioned to solve this problem with architecture that maximizes inference output for minimum power and is completely scalable., Artificial Intelligence  Semiconductor  Software, Toronto  Ontario  Canada,Untether AI develops AI chips to enable new frontiers in AI applications.,2 237,Feb 2018,Active,—, — , Great Lakes,—,—,For Profit, untether.ai ,—,https://www.linkedin.com/company/untether-ai,https://twitter.com/UntetherAI,us@untether.ai,+1 647-772-2479,16, —,Yes,—, —, —, Artificial Intelligence  Data and Analytics  Hardware  Science and Engineering  Software,3, Darrick Wiebe  Martin Snelgrove  Raymond Chik,101-250,5,Early Stage Venture,Jul 20  2021,$125 000 000,$125 000 000,Series B,$152 000 000,$152 000 000, Intel Capital  Creative Destruction Lab (CDL)  Canada Pension Plan Investment Board  Radical Ventures  Tracker Capital Management,3,5,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,4, — ,—,—,—,—,—,—,—,—,—,—,—,33,3 692,3 747.33,953,512.27%,219.8%,1.19,-62.12%,80.9%,183.66%,3 108 658,-2 740 267,-46.85%, Engineering  Management  Marketing  Medical & Science  Operations,52,—,—,—,—,—,—,—,2 244,—,3.1,6.5,3.9
